EmployeeID,Name,Department,Role,PerformanceRating,AnnualSalaryINR,salary_resid
AF101287,Ishaan Reddy,Finance,Senior Consultant,4.0,1654998.0,-0.2836272352158087
AF104331,Ishaan Dutta,IT,Analyst,4.0,839787.0,-0.2831507517237526
AF101432,Neha Jain,Consulting,Analyst,4.0,510861.0,-0.2827930444541007
AF109154,Ananya Joshi,Finance,Senior Analyst,4.0,721675.0,-0.2822625662520579
AF100934,Vihaan Bose,HR,Director,4.0,6717573.0,-0.2822340007586295
AF104568,Deepa Nair,HR,Senior Consultant,4.0,2723694.0,-0.28214229087951814
AF102655,Deepa Malhotra,QA,Analyst,4.0,502940.0,-0.2820161394908087
AF103106,Ishaan Jain,Operations,Consultant,4.0,1761699.0,-0.2816929090122695
AF107626,Deepa Gupta,Consulting,Senior Consultant,4.0,2751102.0,-0.2814697313227299
AF104641,Maya Mehta,Marketing,Senior Consultant,5.0,1664436.0,-0.281389669809915
AF101280,Ritika Chaudhary,Sales,Analyst,4.0,510835.0,-0.28056196312067705
AF105981,Ishaan Mehta,QA,Director,5.0,7552494.0,-0.2803482504156527
AF109689,Kabir Dutta,IT,Consultant,4.0,1065879.0,-0.28011919086861425
AF109379,Ananya Patel,R&D,Consultant,4.0,1080754.0,-0.27933377196500864
AF106091,Vikram Patel,R&D,Analyst,4.0,508737.0,-0.27931259090803984
AF104508,Neha Jain,IT,Consultant,4.0,1076186.0,-0.2792317083710145
AF100256,Rohan Dutta,Consulting,Consultant,4.0,1081281.0,-0.27914335232489407
AF100600,Aarav Nair,QA,Consultant,4.0,1077726.0,-0.2789854815833426
AF100566,Saanvi Khan,IT,Senior Manager,4.0,6259097.0,-0.27896272903042707
AF106065,Maya Singh,IT,Manager,4.0,2357340.0,-0.27892294561049447
AF107766,Deepa Iyer,R&D,Senior Analyst,5.0,1356447.0,-0.27884654409800014
AF101927,Aarav Kumar,Delivery,Consultant,5.0,1067087.0,-0.2785120297289403
AF103879,Ananya Reddy,Marketing,Engineer,4.0,1795757.0,-0.2781755367409442
AF108864,Rohan Mehta,IT,Director,4.0,12673195.0,-0.2781328215574277
AF105682,Vikram Patel,QA,Consultant,4.0,1778043.0,-0.27810186673363546
AF105382,Anil Das,QA,Engineer,4.0,1795579.0,-0.27765738096893244
AF101877,Aarav Mehta,HR,Tech Lead,5.0,3011773.0,-0.27763921839259353
AF104887,Ritika Mehta,IT,Consultant,4.0,1779480.0,-0.2775634495782846
AF108880,Vikram Nair,QA,Tech Lead,4.0,4943584.0,-0.27755335301654505
AF104126,Vikram Mehta,Sales,Senior Analyst,4.0,827979.0,-0.27685720975583017
AF104143,Saanvi Kumar,Sales,Analyst,5.0,451569.0,-0.27627124904693545
AF104218,Kiran Das,HR,Senior Analyst,5.0,726097.0,-0.27614919858397435
AF105283,Vikram Verma,Consulting,Senior Consultant,4.0,1673189.0,-0.2759650364786541
AF102483,Anil Reddy,HR,Consultant,5.0,1784830.0,-0.2756138698835322
AF107656,Rohan Dutta,R&D,Senior Analyst,5.0,1361026.0,-0.27559164938397274
AF103370,Sunil Bose,Sales,Tech Lead,4.0,4955106.0,-0.2755846314975141
AF108923,Ishaan Singh,QA,Engineer,4.0,1093378.0,-0.27542771494306706
AF105579,Aditya Das,Delivery,Senior Consultant,4.0,1671995.0,-0.2751459595678991
AF109721,Vihaan Malhotra,Delivery,Senior Manager,4.0,6272290.0,-0.27460022155450226
AF101753,Maya Nair,HR,Senior Manager,4.0,3792200.0,-0.27450998004607996
AF100225,Priya Sharma,Finance,Consultant,4.0,1085068.0,-0.2742972494978506
AF106203,Rohan Das,Marketing,Senior Consultant,4.0,1687256.0,-0.2742471940379101
AF107644,Kiran Malhotra,Consulting,Consultant,4.0,1072357.0,-0.27376750015466556
AF106638,Arjun Kapoor,Marketing,Consultant,4.0,1072594.0,-0.2737261482287856
AF105825,Maya Khan,Marketing,Senior Analyst,5.0,818439.0,-0.2731156289125405
AF107680,Ritika Kapoor,QA,Engineer,4.0,1793498.0,-0.27288094296802257
AF101637,Deepa Joshi,Marketing,Consultant,5.0,1785063.0,-0.2724513163913098
AF106692,Rahul Chatterjee,Consulting,Senior Consultant,4.0,2766937.0,-0.2721906032535184
AF100703,Aarav Khan,R&D,VP,4.0,14451901.0,-0.2717656354110609
AF103336,Kabir Iyer,HR,Engineer,4.0,1089862.0,-0.2716011616350187
AF106914,Ritika Singh,Operations,Senior Consultant,5.0,2753005.0,-0.2714612748499743
AF102916,Priya Joshi,HR,VP,5.0,14692371.0,-0.27142949228752755
AF104063,Ritika Patel,HR,Senior Analyst,4.0,826431.0,-0.2712026329778201
AF109177,Kabir Patel,Marketing,Tech Lead,4.0,3002823.0,-0.2710924866129574
AF103953,Sara Dutta,Sales,Senior Consultant,4.0,1686639.0,-0.27069549591859143
AF109551,Rohan Jain,Consulting,Manager,4.0,2384712.0,-0.27041580519383146
AF103640,Ananya Verma,Consulting,Senior Manager,5.0,3822112.0,-0.2694466107537341
AF106283,Ishaan Reddy,R&D,Senior Analyst,4.0,1358602.0,-0.2693424404663709
AF108892,Ananya Gupta,Marketing,Consultant,4.0,1802702.0,-0.26932838709760887
AF109615,Anil Dutta,Finance,Engineer,4.0,1096284.0,-0.2683191189189067
AF108122,Neha Chaudhary,Consulting,Engineer,5.0,1812340.0,-0.26820261137725687
AF107726,Sunil Reddy,HR,Analyst,5.0,519457.0,-0.2681102009366434
AF106694,Priya Kumar,R&D,Senior Consultant,4.0,2784349.0,-0.26806390152693993
AF107710,Vikram Chatterjee,Consulting,Manager,5.0,2379641.0,-0.2680355237354455
AF108345,Neha Verma,Consulting,Consultant,4.0,1788415.0,-0.2678416983085228
AF102955,Priya Gupta,Consulting,Director,5.0,12714416.0,-0.26744313445852086
AF101782,Vihaan Sharma,Sales,Senior Analyst,4.0,835908.0,-0.26706152256351423
AF102729,Saanvi Jain,HR,Consultant,4.0,1092177.0,-0.2670199559986788
AF106460,Kiran Chaudhary,Finance,Senior Analyst,5.0,821242.0,-0.266313603873515
AF105708,Saanvi Khan,Operations,Senior Manager,4.0,3859137.0,-0.2661456870558627
AF107381,Rahul Khan,Sales,Senior Manager,4.0,3897010.0,-0.2656492343697181
AF100140,Ishaan Patel,Operations,Analyst,4.0,511210.0,-0.2654578645144383
AF102322,Sara Kumar,HR,Consultant,4.0,1802834.0,-0.2654114172649997
AF104587,Aditya Nair,IT,Senior Analyst,4.0,831825.0,-0.26423519627312864
AF104857,Neha Singh,Finance,Analyst,4.0,521215.0,-0.2641858678269884
AF104336,Aarav Bose,QA,Consultant,4.0,1103767.0,-0.2640165095058631
AF106707,Kiran Nair,HR,Analyst,4.0,848504.0,-0.26384135221466387
AF105794,Anil Khan,Delivery,Tech Lead,5.0,3000505.0,-0.26343872295148785
AF100188,Maya Patel,R&D,Analyst,4.0,856905.0,-0.26308954102976045
AF108727,Neha Reddy,Operations,Senior Manager,4.0,3877811.0,-0.2630019261595713
AF102816,Vihaan Khan,Marketing,Senior Analyst,4.0,1376791.0,-0.26292592656901803
AF109803,Rohan Khan,R&D,Senior Consultant,4.0,1699621.0,-0.2622314477014207
AF103063,Maya Sharma,Delivery,Senior Analyst,4.0,1381004.0,-0.2620515028727226
AF107917,Sara Das,HR,Manager,4.0,3930500.0,-0.2608451639080762
AF104321,Sunil Kumar,Marketing,Analyst,4.0,518044.0,-0.26055575910915607
AF100349,Ritika Chatterjee,R&D,Tech Lead,4.0,3066080.0,-0.2602912121680383
AF108993,Deepa Khan,Finance,Engineer,4.0,1113095.0,-0.2601850201559426
AF108950,Sara Joshi,QA,Senior Consultant,4.0,1698222.0,-0.25970519040946805
AF102829,Arjun Patel,Operations,Engineer,4.0,1112984.0,-0.2584539722524184
AF109138,Kiran Verma,Delivery,Director,4.0,12891666.0,-0.2579202844038093
AF100657,Rohan Chatterjee,Operations,Senior Analyst,4.0,828027.0,-0.2575583533492587
AF109964,Rohan Malhotra,Delivery,Tech Lead,4.0,3070195.0,-0.25734022932405765
AF103754,Sunil Joshi,Operations,Director,4.0,12936336.0,-0.25726865581905756
AF107266,Sara Mehta,Finance,Engineer,4.0,1817904.0,-0.2571676274436516
AF101693,Ishaan Chaudhary,Delivery,Senior Manager,4.0,3923333.0,-0.25714399123378406
AF109275,Sunil Das,Finance,Senior Consultant,4.0,1699685.0,-0.25662024187219146
AF102195,Priya Bose,Consulting,Senior Consultant,4.0,2797601.0,-0.2565320851884305
AF108781,Rahul Kapoor,Operations,Consultant,4.0,1109585.0,-0.2561822008996959
AF100193,Maya Khan,Sales,Manager,4.0,2121761.0,-0.2560672097664618
AF108474,Vikram Bose,HR,Analyst,4.0,521594.0,-0.2558037276610037
AF100546,Neha Kumar,Consulting,Manager,4.0,2420990.0,-0.25548813568161144
AF103504,Arjun Gupta,Operations,Analyst,5.0,523813.0,-0.2552942165741676
AF100044,Kiran Gupta,Marketing,Senior Consultant,4.0,1691211.0,-0.25510385910455824
AF106440,Aarav Malhotra,Marketing,Consultant,4.0,1101330.0,-0.2550227010848296
AF102533,Sara Bose,Delivery,Analyst,4.0,526094.0,-0.25496293886477517
AF103655,Saanvi Kapoor,Sales,Director,4.0,7831226.0,-0.25495840797266744
AF101871,Anil Kapoor,Marketing,Engineer,5.0,1843693.0,-0.25445231533015544
AF102065,Rohan Sharma,QA,Senior Manager,5.0,3882620.0,-0.2540320584087077
AF100070,Ananya Malhotra,Delivery,Senior Analyst,5.0,1387824.0,-0.2540022515124267
AF109435,Kiran Chatterjee,Sales,Manager,4.0,2420722.0,-0.25392218627277785
AF101009,Rahul Singh,Delivery,Engineer,4.0,1839599.0,-0.2537505182155879
AF101101,Ananya Gupta,Marketing,Consultant,5.0,1818616.0,-0.2534124249906551
AF103527,Deepa Bose,Finance,Senior Analyst,4.0,742981.0,-0.25326375753810204
AF108676,Arjun Mehta,R&D,Senior Consultant,4.0,1717143.0,-0.2530710909063387
AF102030,Vihaan Reddy,Marketing,Senior Consultant,4.0,1716348.0,-0.2530456759756117
AF102220,Sunil Bose,QA,Manager,4.0,2412311.0,-0.2527084312150354
AF105618,Sara Chatterjee,Consulting,Analyst,4.0,863662.0,-0.25256136993534106
AF104635,Vihaan Reddy,R&D,Consultant,4.0,1109854.0,-0.25212975216394184
AF103961,Ishaan Kumar,Marketing,Manager,4.0,3984124.0,-0.2521296798464654
AF103657,Priya Joshi,Marketing,Senior Analyst,4.0,1392079.0,-0.2520764138892506
AF100535,Kabir Sharma,Consulting,Engineer,4.0,1112958.0,-0.25191828988766574
AF101597,Rohan Verma,Consulting,Consultant,5.0,978863.0,-0.2516730878426223
AF100472,Ritika Chaudhary,Sales,Consultant,5.0,980743.0,-0.25158059419382894
AF107691,Kiran Chatterjee,IT,Senior Consultant,4.0,2807273.0,-0.251272966879192
AF101119,Aditya Khan,IT,Senior Analyst,5.0,844380.0,-0.2511810943622663
AF103032,Priya Das,IT,Consultant,4.0,1107599.0,-0.2501664957036063
AF107096,Kiran Khan,R&D,Senior Manager,4.0,6488199.0,-0.24996543652969905
AF100336,Sunil Dutta,Operations,Analyst,5.0,863568.0,-0.2499305340626119
AF107842,Vikram Chaudhary,Delivery,Consultant,4.0,981612.0,-0.2497922133578374
AF104636,Priya Iyer,QA,Director,4.0,7795332.0,-0.24975121180826676
AF103598,Rohan Joshi,Sales,Engineer,5.0,987602.0,-0.24865420857704557
AF105370,Sunil Dutta,IT,Engineer,4.0,1852357.0,-0.24832936297416452
AF102536,Kabir Reddy,HR,Consultant,4.0,1119070.0,-0.24820007002496958
AF100197,Maya Kumar,R&D,Senior Analyst,5.0,850437.0,-0.24784694168663357
AF109571,Saanvi Khan,HR,Senior Consultant,4.0,1704830.0,-0.24781565077220336
AF108693,Maya Malhotra,R&D,Consultant,4.0,1118263.0,-0.24689272487779945
AF108825,Rohan Verma,Operations,Senior Analyst,4.0,1385824.0,-0.24678857039167212
AF109075,Aditya Joshi,Sales,Consultant,4.0,1111988.0,-0.2467045406680537
AF108067,Aarav Sharma,Sales,Senior Analyst,5.0,848826.0,-0.2466307225471489
AF108987,Rahul Kapoor,Sales,Manager,4.0,2438405.0,-0.2462042968676048
AF109672,Ritika Malhotra,Finance,Consultant,5.0,1103751.0,-0.24592543121586097
AF107482,Vihaan Reddy,Marketing,Engineer,4.0,1836936.0,-0.24564742869823775
AF102022,Arjun Khan,Operations,Senior Analyst,4.0,1390921.0,-0.24560918135594534
AF100427,Vihaan Khan,Operations,Manager,4.0,2431399.0,-0.2454774672359168
AF104904,Neha Iyer,R&D,Consultant,5.0,1120335.0,-0.2443563328551761
AF100186,Aarav Kumar,Consulting,Consultant,5.0,1119553.0,-0.24407896246917105
AF109046,Rohan Dutta,Finance,Consultant,5.0,1126029.0,-0.24358968252210822
AF108318,Sara Jain,R&D,Analyst,4.0,529910.0,-0.24310696868080583
AF103013,Kiran Sharma,R&D,Manager,4.0,2405792.0,-0.24295456084240463
AF105292,Sunil Das,Finance,Senior Analyst,4.0,749239.0,-0.24275748074455628
AF103322,Aditya Patel,QA,Senior Consultant,5.0,2865787.0,-0.242659465709675
AF108980,Aditya Das,Finance,Engineer,4.0,1863289.0,-0.24244504263834976
AF101756,Rohan Khan,R&D,Senior Analyst,5.0,1409717.0,-0.2422125134947457
AF103344,Ritika Iyer,R&D,Consultant,5.0,1118993.0,-0.24218795843403917
AF102024,Kiran Nair,Consulting,Manager,4.0,3991645.0,-0.24198846967382082
AF109769,Vikram Kapoor,Marketing,Senior Manager,4.0,3919366.0,-0.24145731898492961
AF109418,Anil Patel,IT,Senior Manager,4.0,3919238.0,-0.24062636276623195
AF106384,Aarav Gupta,Marketing,Analyst,4.0,868637.0,-0.24045304220507013
AF104179,Vikram Bose,HR,Manager,4.0,4012637.0,-0.2404280241521608
AF108008,Rohan Kapoor,Operations,Analyst,4.0,531408.0,-0.24042454840851057
AF105607,Saanvi Dutta,QA,Senior Manager,4.0,3934208.0,-0.23980327961230685
AF106444,Aditya Reddy,HR,Consultant,5.0,1121435.0,-0.23952753922566394
AF106194,Aditya Iyer,Operations,Senior Consultant,4.0,1529064.0,-0.23881521413871454
AF102934,Kiran Chatterjee,Finance,Tech Lead,4.0,5138228.0,-0.2384197958747265
AF109131,Kiran Mehta,HR,Senior Manager,4.0,3501157.0,-0.23822937846852632
AF100436,Vihaan Malhotra,Consulting,Senior Manager,5.0,3996864.0,-0.23776018280174505
AF105295,Ritika Patel,IT,Senior Consultant,4.0,2850185.0,-0.23720574163389507
AF102700,Kabir Joshi,QA,Senior Consultant,4.0,2871670.0,-0.2371680571093826
AF105911,Saanvi Gupta,Delivery,Engineer,5.0,999661.0,-0.23708661633381922
AF108750,Ananya Kapoor,Finance,Senior Manager,4.0,3992518.0,-0.23702192306364367
AF108932,Sunil Iyer,R&D,Senior Analyst,4.0,858445.0,-0.23682801375884388
AF107966,Aditya Malhotra,Marketing,Consultant,5.0,1126009.0,-0.23679976906220723
AF107393,Arjun Chatterjee,Marketing,Senior Consultant,4.0,2876673.0,-0.23658125775834016
AF100779,Aarav Singh,R&D,Engineer,4.0,1140893.0,-0.23566326383329894
AF105685,Anil Iyer,IT,Senior Consultant,4.0,1537026.0,-0.23556072427864727
AF107682,Anil Dutta,Delivery,Consultant,4.0,1126405.0,-0.23547634626885205
AF103930,Maya Reddy,HR,Senior Consultant,4.0,2872283.0,-0.23523438032904664
AF102442,Vihaan Mehta,Operations,Analyst,5.0,527975.0,-0.23452052144563673
AF102438,Anil Malhotra,Delivery,Senior Analyst,4.0,862988.0,-0.23417302308398824
AF101140,Kiran Sharma,R&D,Senior Consultant,4.0,1751609.0,-0.23381076248875132
AF100340,Rohan Gupta,HR,Analyst,4.0,471481.0,-0.23373106582060466
AF103730,Aarav Verma,R&D,Analyst,4.0,534513.0,-0.23352651557022597
AF104428,Rohan Malhotra,HR,Consultant,5.0,1854729.0,-0.23316696188974184
AF106815,Kiran Bose,Delivery,Analyst,4.0,470395.0,-0.2331652899490102
AF101206,Anil Nair,Operations,Senior Consultant,4.0,1753052.0,-0.23280995915222213
AF100589,Vikram Mehta,Marketing,Manager,4.0,2463445.0,-0.2327700521259608
AF104295,Rahul Reddy,Sales,Senior Analyst,4.0,1419673.0,-0.2319784572728416
AF101200,Sunil Mehta,QA,Analyst,4.0,885471.0,-0.23155896200824344
AF104682,Neha Khan,R&D,Engineer,4.0,1879165.0,-0.23148954676709188
AF102318,Sunil Reddy,Delivery,Engineer,4.0,1127790.0,-0.2296756782564593
AF100325,Sara Malhotra,Delivery,Senior Manager,5.0,6597915.0,-0.22950362581310912
AF109871,Vihaan Das,Finance,Manager,4.0,4073545.0,-0.22922411925839903
AF107228,Neha Sharma,Sales,Manager,5.0,2445365.0,-0.22892613306520637
AF101922,Aditya Singh,Sales,Senior Analyst,4.0,865113.0,-0.22849660417862871
AF101356,Priya Iyer,QA,Director,5.0,13333121.0,-0.2279717397789085
AF105300,Priya Mehta,Consulting,Manager,5.0,2493128.0,-0.22786745234370542
AF105039,Sunil Patel,HR,Manager,4.0,4083747.0,-0.22748056283641205
AF102165,Neha Khan,Sales,Tech Lead,4.0,3161393.0,-0.2271518902373515
AF102994,Kabir Iyer,Marketing,Consultant,4.0,1141999.0,-0.22651293249073312
AF101023,Saanvi Gupta,IT,Engineer,4.0,1887423.0,-0.22600845631386868
AF101040,Sara Patel,Delivery,Senior Analyst,4.0,870637.0,-0.22562044250832614
AF106661,Ritika Nair,QA,Senior Analyst,4.0,865570.0,-0.22446300873069625
AF104939,Arjun Singh,Marketing,Consultant,4.0,1007892.0,-0.22381422907183257
AF105021,Kiran Dutta,Sales,Senior Consultant,4.0,1770661.0,-0.22315818381622776
AF105034,Arjun Dutta,Operations,Senior Analyst,4.0,1431179.0,-0.22307737575346565
AF104950,Aarav Sharma,IT,Senior Consultant,4.0,1759385.0,-0.22299474216193715
AF106878,Priya Jain,Finance,Consultant,4.0,1143575.0,-0.22254437947244377
AF106112,Sara Joshi,Finance,Senior Manager,4.0,6688451.0,-0.22151874038703134
AF101979,Sara Reddy,QA,Senior Consultant,4.0,2892646.0,-0.22128723703901976
AF107075,Aarav Jain,Operations,Senior Manager,4.0,3574447.0,-0.22108890870223696
AF107950,Rohan Jain,Marketing,Engineer,5.0,1158940.0,-0.22104659871444987
AF109096,Kiran Jain,Consulting,Senior Analyst,4.0,871145.0,-0.220769903042644
AF102491,Maya Kapoor,HR,Consultant,4.0,1007170.0,-0.22075856095263546
AF100350,Priya Khan,IT,Senior Analyst,5.0,863008.0,-0.22055349613144948
AF102663,Maya Reddy,Finance,Senior Manager,4.0,6647244.0,-0.22027944616609751
AF104274,Rahul Das,R&D,Consultant,4.0,1148667.0,-0.2199609909013862
AF107511,Ananya Iyer,Marketing,Consultant,5.0,1895333.0,-0.21907998011293373
AF105678,Aditya Bose,IT,Senior Analyst,5.0,871858.0,-0.21885515069585537
AF106578,Saanvi Gupta,R&D,VP,5.0,15430344.0,-0.2184138135792466
AF109104,Anil Joshi,Marketing,Manager,5.0,4123963.0,-0.2183785805385714
AF102076,Aarav Iyer,Operations,Consultant,4.0,1147955.0,-0.21829905446844577
AF104262,Vihaan Kapoor,R&D,Senior Analyst,4.0,879338.0,-0.21718467755350268
AF101692,Ritika Bose,Operations,Senior Manager,5.0,4079076.0,-0.2169417273602008
AF107985,Vikram Jain,Sales,Senior Analyst,4.0,875623.0,-0.21645796686205365
AF107574,Priya Mehta,Consulting,Engineer,5.0,1142600.0,-0.216442692623378
AF102598,Aditya Jain,Consulting,Senior Analyst,4.0,871549.0,-0.2163171483145483
AF102826,Vikram Singh,IT,Senior Analyst,4.0,877643.0,-0.21585541438261835
AF107676,Kiran Jain,Finance,Engineer,4.0,1912305.0,-0.21578574634492576
AF104272,Vikram Verma,Finance,Senior Consultant,4.0,1777678.0,-0.2156670994163168
AF103064,Kiran Jain,Finance,Engineer,4.0,1163018.0,-0.21551439203433453
AF105153,Sunil Chatterjee,QA,Consultant,5.0,1903926.0,-0.2144297975705829
AF100467,Ananya Das,IT,Senior Consultant,4.0,2939076.0,-0.2143903943278982
AF101418,Aditya Chaudhary,R&D,Engineer,4.0,1154938.0,-0.21348587855164602
AF102170,Rahul Sharma,HR,Senior Consultant,4.0,1793839.0,-0.21324829476482243
AF109465,Kabir Das,Consulting,Consultant,4.0,1150931.0,-0.21317781034266758
AF100382,Maya Chaudhary,Delivery,Senior Consultant,4.0,1782031.0,-0.21303144411340114
AF106678,Kabir Gupta,Finance,Senior Consultant,4.0,2941403.0,-0.21251417562301178
AF106215,Sara Chatterjee,R&D,Manager,4.0,4136337.0,-0.21210548503646365
AF105641,Arjun Khan,R&D,Analyst,4.0,544118.0,-0.21083039735967368
AF105859,Vikram Verma,Sales,Senior Manager,4.0,4103605.0,-0.21008483790546428
AF106979,Ananya Kumar,HR,Analyst,4.0,545494.0,-0.2098537903718114
AF106476,Aarav Dutta,Delivery,Analyst,4.0,548548.0,-0.2098173068487501
AF106679,Neha Nair,Operations,Senior Analyst,4.0,1453943.0,-0.20927504494650329
AF104382,Kiran Verma,Operations,Senior Consultant,4.0,2955715.0,-0.20921017251975016
AF108739,Vihaan Mehta,Consulting,Senior Consultant,5.0,2936236.0,-0.20896725759870627
AF108258,Aarav Patel,IT,Senior Manager,4.0,4128635.0,-0.20856382809735763
AF106856,Sara Nair,Marketing,Senior Analyst,4.0,1455679.0,-0.20819682589485744
AF105412,Kiran Malhotra,Operations,Senior Consultant,4.0,1797011.0,-0.20814457397683128
AF104450,Rahul Gupta,Operations,Senior Analyst,4.0,885586.0,-0.20759873995470102
AF100968,Vihaan Mehta,IT,Senior Consultant,4.0,1790639.0,-0.20729569394470637
AF106090,Rohan Reddy,Consulting,Consultant,4.0,1024427.0,-0.2071434198235096
AF100856,Aarav Khan,QA,Senior Analyst,4.0,882462.0,-0.20693222636609931
AF105758,Rohan Dutta,IT,Engineer,5.0,1923776.0,-0.206859504912563
AF100665,Ritika Singh,QA,Senior Manager,4.0,4120380.0,-0.20627962611051842
AF106586,Vikram Jain,Sales,Senior Analyst,5.0,1461271.0,-0.20604158149611962
AF109863,Sunil Mehta,Operations,Senior Analyst,4.0,879850.0,-0.20540766243706976
AF100106,Maya Joshi,Delivery,Consultant,5.0,1024172.0,-0.2053656989785253
AF105260,Kabir Reddy,Marketing,Engineer,4.0,1173320.0,-0.2046204337916695
AF105261,Saanvi Khan,Marketing,Manager,4.0,2541863.0,-0.20425939853915942
AF105047,Aditya Singh,Sales,Senior Analyst,4.0,1449934.0,-0.20399280685733778
AF105543,Vihaan Chaudhary,Marketing,Senior Analyst,4.0,782127.0,-0.20364900195773394
AF101425,Arjun Kapoor,IT,Senior Analyst,4.0,1458079.0,-0.20364320314676299
AF108509,Vikram Chatterjee,Finance,Senior Manager,4.0,6793077.0,-0.20362498229426507
AF102075,Maya Khan,Marketing,Director,5.0,8237562.0,-0.20314516844870667
AF108310,Vihaan Patel,Finance,Analyst,4.0,908527.0,-0.2029868024379926
AF108686,Rahul Dutta,Consulting,Manager,4.0,2545325.0,-0.2029815094453138
AF107749,Arjun Das,Sales,Consultant,5.0,1163033.0,-0.2028282396693264
AF108985,Priya Mehta,Finance,Engineer,4.0,1033021.0,-0.2027424670065887
AF104092,Aarav Mehta,Consulting,Analyst,5.0,903753.0,-0.20226161443159008
AF106228,Ananya Bose,Delivery,Analyst,4.0,910890.0,-0.20206822245446965
AF106610,Vikram Nair,Delivery,Engineer,4.0,1176021.0,-0.2018650777643689
AF109681,Arjun Das,QA,Senior Analyst,4.0,1452181.0,-0.2018639324601743
AF106929,Priya Sharma,Marketing,Senior Manager,4.0,4151964.0,-0.20151977819914535
AF107636,Vikram Gupta,Marketing,Consultant,4.0,1173296.0,-0.20134180701005988
AF107001,Ananya Nair,Operations,Consultant,5.0,1167565.0,-0.20101032254133244
AF103818,Anil Jain,Operations,Senior Consultant,4.0,1814065.0,-0.20088925269904756
AF106711,Aditya Patel,QA,Engineer,5.0,1162995.0,-0.2008646307111004
AF100661,Aditya Mehta,Finance,Manager,4.0,4193514.0,-0.2007445990552288
AF107822,Anil Patel,Marketing,Senior Analyst,4.0,877375.0,-0.2005356068348796
AF109849,Ritika Chatterjee,Marketing,Analyst,4.0,911400.0,-0.20039606528704113
AF105661,Ananya Chatterjee,Consulting,Senior Manager,4.0,6811951.0,-0.2000904371825296
AF103019,Ritika Jain,Consulting,Senior Consultant,4.0,1813663.0,-0.19996399806058562
AF108097,Maya Gupta,Sales,Manager,4.0,4161122.0,-0.19995347127817098
AF105215,Arjun Dutta,QA,Consultant,4.0,1933332.0,-0.19990442568911249
AF104344,Vikram Reddy,Operations,Senior Analyst,5.0,891801.0,-0.1998616619335607
AF100974,Kiran Patel,Finance,Director,4.0,8304352.0,-0.1998302671704142
AF107131,Vikram Iyer,Delivery,Senior Consultant,4.0,2974182.0,-0.19976676468195365
AF109819,Kiran Nair,Finance,Senior Analyst,4.0,893885.0,-0.19968521743279588
AF102431,Priya Bose,Sales,Senior Consultant,5.0,2968976.0,-0.19940781257557383
AF101013,Kiran Verma,Delivery,Director,4.0,7321036.0,-0.1993733792806296
AF101181,Ananya Joshi,QA,Consultant,5.0,1179284.0,-0.19872907475471635
AF103893,Sara Bose,Sales,Senior Consultant,4.0,1789002.0,-0.1985062127416679
AF103377,Sunil Chatterjee,QA,Senior Consultant,4.0,1823624.0,-0.19746466223805825
AF103196,Priya Verma,R&D,Analyst,5.0,914439.0,-0.1974148797915074
AF100701,Kiran Verma,QA,Senior Consultant,4.0,1810920.0,-0.19729442386340068
AF102356,Aarav Bose,Operations,Consultant,4.0,1171623.0,-0.1966775364676856
AF109730,Kabir Das,IT,Analyst,4.0,555670.0,-0.19649635027135837
AF104752,Saanvi Khan,Delivery,Senior Consultant,4.0,2970485.0,-0.19646089130485933
AF105167,Anil Kumar,Delivery,Senior Analyst,5.0,891295.0,-0.1964562290010079
AF108608,Deepa Verma,IT,Manager,4.0,2552809.0,-0.1959136426505701
AF103576,Rohan Dutta,HR,Analyst,5.0,553638.0,-0.19587050481484702
AF107713,Aditya Singh,QA,Director,4.0,13604970.0,-0.19584095455874717
AF102017,Rahul Joshi,Consulting,Manager,4.0,2550926.0,-0.1954738720766276
AF100339,Kiran Sharma,Finance,Senior Consultant,4.0,1811104.0,-0.19526523439350463
AF107006,Anil Sharma,Finance,Manager,4.0,2533187.0,-0.19500806729754494
AF108273,Ishaan Nair,Finance,Senior Analyst,4.0,896047.0,-0.19479157442351003
AF101750,Priya Khan,Sales,Senior Analyst,5.0,899636.0,-0.19472063494866632
AF103559,Sunil Bose,Sales,Consultant,4.0,1183331.0,-0.19417489601448068
AF105406,Arjun Chaudhary,Consulting,Senior Analyst,4.0,899376.0,-0.19351510681986817
AF100264,Deepa Sharma,R&D,Manager,4.0,2574534.0,-0.1935102334518497
AF104086,Sara Malhotra,QA,Analyst,5.0,918544.0,-0.19346322041534947
AF100281,Kabir Nair,R&D,Analyst,4.0,557728.0,-0.19319567289076467
AF101619,Arjun Malhotra,Marketing,Engineer,5.0,1938116.0,-0.1930294921704192
AF107224,Anil Patel,QA,Analyst,4.0,917267.0,-0.1923143907803535
AF109583,Priya Iyer,IT,Analyst,5.0,561314.0,-0.1920647893170795
AF107377,Kiran Bose,QA,Senior Analyst,4.0,1481535.0,-0.19185039665901193
AF108267,Rahul Bose,Marketing,Senior Manager,4.0,6893412.0,-0.1918000803126425
AF101000,Arjun Nair,R&D,Senior Analyst,4.0,1480086.0,-0.1917695464195095
AF107332,Ananya Nair,Consulting,Engineer,4.0,1183947.0,-0.19160356712699844
AF103192,Priya Iyer,Finance,Engineer,4.0,1045999.0,-0.19108896192418356
AF109078,Ishaan Chatterjee,R&D,Consultant,4.0,1942976.0,-0.19085919490988346
